n,Year_Month,citizen_ge,visitor_type_en,pa_ge,pa_en,visits
1718,2017-08,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,4931
1719,2017-09,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,1769
1720,2017-10,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,971
1721,2017-11,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,410
1722,2017-12,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,127
1723,2017-01,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,50
1724,2017-02,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,6
1725,2017-03,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,645
1726,2017-04,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,2209
1727,2017-05,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,1908
1728,2017-06,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,3969
1729,2017-07,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,6147
1730,2017-08,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,8033
1731,2017-09,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,4745
1732,2017-10,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,2866
1733,2017-11,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,841
1734,2017-12,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,160
1735,2018-01,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,115
1736,2018-02,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,195
1737,2018-03,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,507
1738,2018-04,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,991
1739,2018-05,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,1102
1740,2018-06,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,2526
1741,2018-07,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,2625
1742,2018-08,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,3331
1743,2018-09,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,2416
1744,2018-10,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,1234
1745,2018-11,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,772
1746,2018-12,ქართველი,Domestic,მტირალას ეროვნული პარკი,Mtirala National Park,343
1747,2018-01,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,103
1748,2018-02,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,68
1749,2018-03,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,1549
1750,2018-04,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,2854
1751,2018-05,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,4103
1752,2018-06,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,6691
1753,2018-07,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,8122
1754,2018-08,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,7651
1755,2018-09,უცხოელი,International,მტირალას ეროვნული პარკი,Mtirala National Park,5194
